level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	12	1	5	0	1187	102	28	13	-1	
5	1	12	1	5	1	1187	102	28	13	96.443314	332
4	1	12	1	6	0	1187	126	28	13	-1	
5	1	12	1	6	1	1187	126	28	13	95.122993	314
4	1	12	1	7	0	1187	151	28	13	-1	
5	1	12	1	7	1	1187	151	28	13	96.492905	569
4	1	12	1	8	0	1174	174	41	15	-1	
5	1	12	1	8	1	1174	174	41	15	92.458466	1,534
4	1	12	1	9	0	1169	199	46	15	-1	
5	1	12	1	9	1	1169	199	46	15	96.142654	8,100
4	1	12	1	10	0	1187	223	28	13	-1	
5	1	12	1	10	1	1187	223	28	13	96.500259	548
4	1	12	1	11	0	1174	248	41	15	-1	
5	1	12	1	11	1	1174	248	41	15	93.047073	1,649
4	1	12	1	12	0	1186	272	29	13	-1	
5	1	12	1	12	1	1186	272	29	13	82.365395	493
4	1	12	1	13	0	1186	296	29	13	-1	
5	1	12	1	13	1	1186	296	29	13	95.719841	439
4	1	12	1	14	0	1187	320	28	13	-1	
5	1	12	1	14	1	1187	320	28	13	96.874557	520
4	1	12	1	15	0	1187	345	28	13	-1	
5	1	12	1	15	1	1187	345	28	13	96.776939	660
4	1	12	1	16	0	1187	369	28	13	-1	
5	1	12	1	16	1	1187	369	28	13	96.512733	554
4	1	12	1	17	0	1187	394	28	13	-1	
5	1	12	1	17	1	1187	394	28	13	95.728691	552
4	1	12	1	18	0	1187	417	28	13	-1	
5	1	12	1	18	1	1187	417	28	13	94.903877	502
2	1	13	0	0	0	1159	466	56	64	-1	
3	1	13	1	0	0	1159	466	56	64	-1	
4	1	13	1	1	0	1186	466	29	13	-1	
5	1	13	1	1	1	1186	466	29	13	90.856277	484
4	1	13	1	2	0	1187	491	28	13	-1	
5	1	13	1	2	1	1187	491	28	13	84.495598	855
4	1	13	1	3	0	1159	515	54	15	-1	
5	1	13	1	3	1	1159	515	54	15	95.890358	34,751
2	1	14	0	0	0	1278	5	56	525	-1	
3	1	14	1	0	0	1278	5	56	525	-1	
4	1	14	1	1	0	1305	5	28	13	-1	
5	1	14	1	1	1	1305	5	28	13	94.946831	228
4	1	14	1	2	0	1306	29	25	13	-1	
5	1	14	1	2	1	1306	29	25	13	96.507141	191
4	1	14	1	3	0	1305	53	28	13	-1	
5	1	14	1	3	1	1305	53	28	13	96.641861	308
4	1	14	1	4	0	1306	77	27	13	-1	
5	1	14	1	4	1	1306	77	27	13	92.870033	182
4	1	14	1	5	0	1306	102	27	13	-1	
5	1	14	1	5	1	1306	102	27	13	95.402191	169
4	1	14	1	6	0	1306	126	27	13	-1	
5	1	14	1	6	1	1306	126	27	13	93.835022	157
4	1	14	1	7	0	1305	151	29	13	-1	
5	1	14	1	7	1	1305	151	29	13	93.759827	234
4	1	14	1	8	0	1306	174	27	13	-1	
5	1	14	1	8	1	1306	174	27	13	93.782547	137
4	1	14	1	9	0	1288	199	45	15	-1	
5	1	14	1	9	1	1288	199	45	15	95.808617	2,425
4	1	14	1	10	0	1305	223	29	13	-1	
5	1	14	1	10	1	1305	223	29	13	93.642578	224
4	1	14	1	11	0	1306	248	27	13	-1	
5	1	14	1	11	1	1306	248	27	13	88.505844	185
4	1	14	1	12	0	1305	272	28	13	-1	
5	1	14	1	12	1	1305	272	28	13	96.401237	427
4	1	14	1	13	0	1305	296	28	13	-1	
5	1	14	1	13	1	1305	296	28	13	94.158661	269
4	1	14	1	14	0	1305	320	28	13	-1	
5	1	14	1	14	1	1305	320	28	13	93.810516	229
4	1	14	1	15	0	1306	345	27	13	-1	
5	1	14	1	15	1	1306	345	27	13	77.532211	153
4	1	14	1	16	0	1306	369	27	13	-1	
5	1	14	1	16	1	1306	369	27	13	71.517044	175
4	1	14	1	17	0	1306	394	27	13	-1	
5	1	14	1	17	1	1306	394	27	13	95.519562	130
4	1	14	1	18	0	1306	417	25	13	-1	
5	1	14	1	18	1	1306	417	25	13	95.964378	161
4	1	14	1	19	0	1306	442	25	13	-1	
5	1	14	1	19	1	1306	442	25	13	94.208984	141
4	1	14	1	20	0	1306	466	27	13	-1	
5	1	14	1	20	1	1306	466	27	13	88.175888	145
4	1	14	1	21	0	1306	491	27	13	-1	
5	1	14	1	21	1	1306	491	27	13	94.813057	186
4	1	14	1	22	0	1278	515	53	15	-1	
5	1	14	1	22	1	1278	515	53	15	92.943733	13,621
2	1	15	0	0	0	1385	5	31	231	-1	
3	1	15	1	0	0	1385	5	31	231	-1	
4	1	15	1	1	0	1397	5	18	13	-1	
5	1	15	1	1	1	1397	5	18	13	89.900917	23
4	1	15	1	2	0	1397	29	18	13	-1	
5	1	15	1	2	1	1397	29	18	13	89.900917	23
4	1	15	1	3	0	1397	53	18	13	-1	
5	1	15	1	3	1	1397	53	18	13	71.352661	53
4	1	15	1	4	0	1397	77	18	13	-1	
5	1	15	1	4	1	1397	77	18	13	80.353561	32
4	1	15	1	5	0	1397	102	18	13	-1	
5	1	15	1	5	1	1397	102	18	13	81.963654	33
4	1	15	1	6	0	1397	126	19	13	-1	
5	1	15	1	6	1	1397	126	19	13	96.028679	24
4	1	15	1	7	0	1397	151	16	13	-1	
5	1	15	1	7	1	1397	151	16	13	76.912209	21
4	1	15	1	8	0	1396	174	19	13	-1	
5	1	15	1	8	1	1396	174	19	13	96.232109	43
4	1	15	1	9	0	1385	199	30	13	-1	
5	1	15	1	9	1	1385	199	30	13	96.630302	492
4	1	15	1	10	0	1397	223	18	13	-1	
5	1	15	1	10	1	1397	223	18	13	96.220291	22
2	1	16	0	0	0	1370	272	45	258	-1	
3	1	16	1	0	0	1370	272	45	258	-1	
4	1	16	1	1	0	1397	272	18	13	-1	
5	1	16	1	1	1	1397	272	18	13	80.353561	32
4	1	16	1	2	0	1397	296	18	13	-1	
5	1	16	1	2	1	1397	296	18	13	96.768852	20
4	1	16	1	3	0	1397	320	18	13	-1	
5	1	16	1	3	1	1397	320	18	13	96.487007	37
4	1	16	1	4	0	1397	345	18	13	-1	
5	1	16	1	4	1	1397	345	18	13	71.352661	53
4	1	16	1	5	0	1397	369	18	13	-1	
5	1	16	1	5	1	1397	369	18	13	80.353561	32
4	1	16	1	6	0	1396	394	17	13	-1	
5	1	16	1	6	1	1396	394	17	13	79.230995	At
4	1	16	1	7	0	1397	417	16	13	-1	
5	1	16	1	7	1	1397	417	16	13	88.857239	31
4	1	16	1	8	0	1397	442	18	13	-1	
5	1	16	1	8	1	1397	442	18	13	76.325691	67
4	1	16	1	9	0	1396	466	19	13	-1	
5	1	16	1	9	1	1396	466	19	13	94.809158	49
4	1	16	1	10	0	1397	491	18	13	-1	
5	1	16	1	10	1	1397	491	18	13	96.768852	20
4	1	16	1	11	0	1370	515	45	15	-1	
5	1	16	1	11	1	1370	515	45	15	96.596077	2,403
