level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	2	1	32	11	1097	801	27	13	76.955597	523
5	1	2	1	32	12	1185	801	28	13	95.933617	663
5	1	2	1	32	13	1303	801	28	13	95.303741	323
5	1	2	1	32	14	1386	801	26	13	91.139221	169
4	1	2	1	33	0	15	816	1397	32	-1	
5	1	2	1	33	1	15	816	40	32	94.717010	April
5	1	2	1	33	2	152	825	47	13	89.945602	99.0%
5	1	2	1	33	3	259	825	47	13	94.272896	96.2%
5	1	2	1	33	4	370	825	37	13	73.888206	07%
5	1	2	1	33	5	450	825	37	13	64.402054	0.8%
5	1	2	1	33	6	565	825	37	13	79.257462	04%
5	1	2	1	33	7	649	825	37	13	12.792648	0.0%
5	1	2	1	33	8	749	825	51	15	95.307907	62,467
5	1	2	1	33	9	864	825	52	15	93.480576	60,240
5	1	2	1	33	10	973	825	48	15	92.773804	57,971
5	1	2	1	33	11	1092	816	33	32	95.609337	467
5	1	2	1	33	12	1185	825	28	13	94.276955	525
5	1	2	1	33	13	1303	825	28	13	95.929695	227
5	1	2	1	33	14	1395	825	17	13	96.879211	28
2	1	3	0	0	0	20	845	1392	26	-1	
3	1	3	1	0	0	20	845	1392	26	-1	
4	1	3	1	1	0	20	845	1392	26	-1	
5	1	3	1	1	1	20	849	33	17	96.736969	May
5	1	3	1	1	2	152	849	47	13	94.379990	99.1%
5	1	3	1	1	3	259	849	47	13	95.619553	96.2%
5	1	3	1	1	4	370	849	37	13	95.882835	0.7%
5	1	3	1	1	5	450	849	37	13	96.047752	0.7%
5	1	3	1	1	6	565	849	37	13	89.944389	0.4%
5	1	3	1	1	7	649	849	37	13	96.066017	0.0%
5	1	3	1	1	8	749	849	51	15	95.890083	65,032
5	1	3	1	1	9	864	849	51	15	96.457542	61,899
5	1	3	1	1	10	973	845	51	26	95.907219	59,544
5	1	3	1	1	11	1096	849	29	13	95.492523	426
5	1	3	1	1	12	1184	849	27	13	72.394775	471
5	1	3	1	1	13	1303	849	28	13	94.946831	228
5	1	3	1	1	14	1395	849	17	13	96.651405	23
